id,y
10553,0.223
10554,0.007
10555,0.52
10556,0.044
10557,0.041
10558,0.929
10559,0.903
10560,0.769
10561,0.984
10562,0.012
10563,0.069
10564,0.602
10565,0.137
10566,0.522
10567,0.774
10568,0.925
10569,0.903
10570,0.981
10571,0.175
10572,0.875
10573,0.08
10574,0.362
10575,0.947
10576,0.094
10577,0.341
10578,0.433
10579,0.229
10580,0.058
10581,0.314
10582,0.053
10583,0.853
10584,0.94
10585,0.936
10586,0.86
10587,0.715
10588,0.013
10589,0.806
10590,0.912
10591,0.444
10592,0.158
10593,0.144
10594,0.39
10595,0.942
10596,0.013
10597,0.723
10598,0.109
10599,0.161
10600,0.033
10601,0.175
10602,0.394
10603,0.927
10604,0.117
10605,0.08
10606,0.969
10607,0.705
10608,0.08
10609,0.003
10610,0.344
10611,0.135
10612,0.95
10613,0.049
10614,0.067
10615,0.755
10616,0.011
10617,0.953
10618,0.033
10619,0.76
10620,0.569
10621,0.955
10622,0.867
10623,0.838
10624,0.03
10625,0.047
10626,0.679
10627,0.444
10628,0.058
10629,0.679
10630,0.82
10631,0.978
10632,0.444
10633,0.021
10634,0.45
10635,0.191
10636,0.044
10637,0.06
10638,0.089
10639,0.603
10640,0.036
10641,0.055
10642,0.94
10643,0.85
10644,0.979
10645,0.907
10646,0.673
10647,0.446
10648,0.171
10649,0.02
10650,0.152
10651,0.922
10652,0.161
10653,0.288
10654,0.7
10655,0.133
10656,0.038
10657,0.669
10658,0.745
10659,0.007
10660,0.064
10661,0.93
10662,0.621
10663,0.012
10664,0.087
10665,0.025
10666,0.075
10667,0.013
10668,0.751
10669,0.069
10670,0.753
10671,0.627
10672,0.152
10673,0.09
10674,0.039
10675,0.777
10676,0.175
10677,0.251
10678,0.051
10679,0.825
10680,0.636
10681,0.057
10682,0.194
10683,0.058
10684,0.022
10685,0.825
10686,0.036
10687,0.025
10688,0.067
10689,0.018
10690,0.014
10691,0.693
10692,0.883
10693,0.822
10694,0.893
10695,0.031
10696,0.758
10697,0.51
10698,0.807
10699,0.978
10700,0.331
10701,0.007
10702,0.761
10703,0.964
10704,0.753
10705,0.103
10706,0.072
10707,0.668
10708,0.136
10709,0.03
10710,0.061
10711,0.031
10712,0.022
10713,0.953
10714,0.158
10715,0.037
10716,0.413
10717,0.72
10718,0.886
10719,0.838
10720,0.291
10721,0.487
10722,0.771
10723,0.203
10724,0.194
10725,0.025
10726,0.099
10727,0.733
10728,0.11
10729,0.931
10730,0.812
10731,0.215
10732,0.405
10733,0.053
10734,0.51
10735,0.395
10736,0.089
10737,0.034
10738,0.248
10739,0.9
10740,0.763
10741,0.84
10742,0.075
10743,0.193
10744,0.767
10745,0.063
10746,0.111
10747,0.89
10748,0.239
10749,0.545
10750,0.795
10751,0.494
10752,0.254
10753,0.315
10754,0.346
10755,0.612
10756,0.183
10757,0.02
10758,0.778
10759,0.83
10760,0.909
10761,0.242
10762,0.037
10763,0.081
10764,0.205
10765,0.877
10766,0.892
10767,0.905
10768,0.565
10769,0.128
10770,0.973
10771,0.016
10772,0.963
10773,0.183
10774,0.058
10775,0.042
10776,0.055
10777,0.857
10778,0.5
10779,0.097
10780,0.282
10781,0.164
10782,0.353
10783,0.282
10784,0.922
10785,0.041
10786,0.967
10787,0.841
10788,0.474
10789,0.937
10790,0.237
10791,0.881
10792,0.289
10793,0.93
10794,0.832
10795,0.012
10796,0.185
10797,0.079
10798,0.882
10799,0.532
10800,0.268
10801,0.044
10802,0.027
10803,0.114
10804,0.837
10805,0.006
10806,0.925
10807,0.865
10808,0.762
10809,0.909
10810,0.071
10811,0.024
10812,0.259
10813,0.084
10814,0.757
10815,0.074
10816,0.402
10817,0.044
10818,0.958
10819,0.875
10820,0.216
10821,0.089
10822,0.945
10823,0.868
10824,0.988
10825,0.175
10826,0.006
10827,0.677
10828,0.254
10829,0.666
10830,0.766
10831,0.028
10832,0.479
10833,0.234
10834,0.283
10835,0.058
10836,0.549
10837,0.684
10838,0.43
10839,0.287
10840,0.05
10841,0.965
10842,0.542
10843,0.761
10844,0.024
10845,0.017
10846,0.035
10847,0.677
10848,0.01
10849,0.853
10850,0.842
10851,0.146
10852,0.611
10853,0.018
10854,0.96
10855,0.86
10856,0.878
10857,0.017
10858,0.207
10859,0.898
10860,0.952
10861,0.031
10862,0.083
10863,0.78
10864,0.306
10865,0.281
10866,0.934
10867,0.079
10868,0.19
10869,0.349
10870,0.05
10871,0.19
10872,0.218
10873,0.917
10874,0.929
10875,0.99
10876,0.255
10877,0.212
10878,0.216
10879,0.631
10880,0.114
10881,0.752
10882,0.067
10883,0.935
10884,0.04
10885,0.937
10886,0.03
10887,0.791
10888,0.55
10889,0.476
10890,0.815
10891,0.056
10892,0.045
10893,0.917
10894,0.199
10895,0.378
10896,0.839
10897,0.548
10898,0.123
10899,0.87
10900,0.854
10901,0.008
10902,0.099
10903,0.246
10904,0.017
10905,0.415
10906,0.749
10907,0.826
10908,0.037
10909,0.932
10910,0.005
10911,0.164
10912,0.159
10913,0.934
10914,0.511
10915,0.666
10916,0.031
10917,0.672
10918,0.494
10919,0.832
10920,0.088
10921,0.011
10922,0.397
10923,0.696
10924,0.12
10925,0.886
10926,0.956
10927,0.609
10928,0.457
10929,0.985
10930,0.424
10931,0.042
10932,0.209
10933,0.037
10934,0.021
10935,0.436
10936,0.113
10937,0.065
10938,0.137
10939,0.884
10940,0.411
10941,0.83
10942,0.351
10943,0.075
10944,0.02
10945,0.842
10946,0.247
10947,0.875
10948,0.866
10949,0.672
10950,0.938
10951,0.023
10952,0.352
10953,0.552
10954,0.815
10955,0.336
10956,0.924
10957,0.196
10958,0.928
10959,0.012
10960,0.016
10961,0.324
10962,0.733
10963,0.032
10964,0.796
10965,0.044
10966,0.684
10967,0.159
10968,0.901
10969,0.491
10970,0.808
10971,0.181
10972,0.441
10973,0.027
10974,0.028
10975,0.901
10976,0.744
10977,0.546
10978,0.044
10979,0.166
10980,0.732
10981,0.963
10982,0.011
10983,0.079
10984,0.351
10985,0.039
10986,0.933
10987,0.926
10988,0.186
10989,0.68
10990,0.615
10991,0.289
10992,0.891
10993,0.381
10994,0.763
10995,0.151
10996,0.62
10997,0.831
10998,0.972
10999,0.933
11000,0.003
11001,0.036
11002,0.747
11003,0.964
11004,0.941
11005,0.844
11006,0.63
11007,0.169
11008,0.803
11009,0.274
11010,0.151
11011,0.873
11012,0.644
11013,0.284
11014,0.186
11015,0.181
11016,0.368
11017,0.839
11018,0.406
11019,0.814
11020,0.648
11021,0.059
11022,0.095
11023,0.849
11024,0.398
11025,0.441
11026,0.171
11027,0.899
11028,0.925
11029,0.844
11030,0.864
11031,0.057
11032,0.244
11033,0.131
11034,0.606
11035,0.137
11036,0.007
11037,0.034
11038,0.442
11039,0.672
11040,0.938
11041,0.674
11042,0.025
11043,0.012
11044,0.57
11045,0.506
11046,0.946
11047,0.097
11048,0.111
11049,0.009
11050,0.489
11051,0.634
11052,0.634
11053,0.783
11054,0.745
11055,0.607
11056,0.921
11057,0.168
11058,0.967
11059,0.926
11060,0.897
11061,0.274
11062,0.081
11063,0.976
11064,0.048
11065,0.206
11066,0.983
11067,0.002
11068,0.951
11069,0.2
11070,0.681
11071,0.049
11072,0.972
11073,0.699
11074,0.485
11075,0.769
11076,0.605
11077,0.027
11078,0.027
11079,0.221
11080,0.167
11081,0.038
11082,0.708
11083,0.942
11084,0.888
11085,0.211
11086,0.949
11087,0.936
11088,0.044
11089,0.32
11090,0.197
11091,0.303
11092,0.677
11093,0.952
11094,0.003
11095,0.97
11096,0.917
11097,0.426
11098,0.792
11099,0.403
11100,0.178
11101,0.193
11102,0.07
11103,0.931
11104,0.046
11105,0.707
11106,0.806
11107,0.452
11108,0.29
11109,0.141
11110,0.728
11111,0.055
11112,0.177
11113,0.061
11114,0.185
11115,0.942
11116,0.756
11117,0.577
11118,0.486
11119,0.031
11120,0.218
11121,0.427
11122,0.026
11123,0.194
11124,0.937
11125,0.271
11126,0.17
11127,0.288
11128,0.186
11129,0.905
11130,0.028
11131,0.051
11132,0.002
11133,0.712
11134,0.006
11135,0.148
11136,0.935
11137,0.88
11138,0.212
11139,0.074
11140,0.059
11141,0.865
11142,0.628
11143,0.246
11144,0.192
11145,0.951
11146,0.004
11147,0.567
11148,0.074
11149,0.065
11150,0.869
11151,0.865
11152,0.18
11153,0.875
11154,0.989
11155,0.02
11156,0.122
11157,0.78
11158,0.97
11159,0.138
11160,0.268
11161,0.427
11162,0.029
11163,0.983
11164,0.07
11165,0.066
11166,0.286
11167,0.235
11168,0.968
11169,0.307
11170,0.002
11171,0.94
11172,0.878
11173,0.928
11174,0.134
11175,0.966
11176,0.817
11177,0.789
11178,0.026
11179,0.651
11180,0.683
11181,0.284
11182,0.01
11183,0.681
11184,0.035
11185,0.177
11186,0.179
11187,0.366
11188,0.061
11189,0.017
11190,0.22
11191,0.566
11192,0.005
11193,0.717
11194,0.002
11195,0.105
11196,0.985
11197,0.166
11198,0.865
11199,0.946
11200,0.712
11201,0.358
11202,0.975
11203,0.221
11204,0.943
11205,0.988
11206,0.134
11207,0.078
11208,0.017
11209,0.225
11210,0.481
11211,0.411
11212,0.081
11213,0.138
11214,0.047
11215,0.527
11216,0.086
11217,0.119
11218,0.67
11219,0.046
11220,0.022
11221,0.98
11222,0.028
11223,0.912
11224,0.13
11225,0.34
11226,0.34
11227,0.848
11228,0.987
11229,0.221
11230,0.102
11231,0.396
11232,0.872
11233,0.332
11234,0.922
11235,0.701
11236,0.658
11237,0.019
11238,0.057
11239,0.827
11240,0.015
11241,0.068
11242,0.24
11243,0.769
11244,0.753
11245,0.739
11246,0.096
11247,0.465
11248,0.848
11249,0.859
11250,0.19
11251,0.093
11252,0.718
11253,0.258
11254,0.028
11255,0.124
11256,0.07
11257,0.893
11258,0.737
11259,0.836
11260,0.826
11261,0.016
11262,0.701
11263,0.409
11264,0.244
11265,0.927
11266,0.136
11267,0.019
11268,0.268
11269,0.089
11270,0.267
11271,0.01
11272,0.88
11273,0.044
11274,0.95
11275,0.935
11276,0.387
11277,0.307
11278,0.859
11279,0.987
11280,0.092
11281,0.383
11282,0.091
11283,0.939
11284,0.204
11285,0.061
11286,0.566
11287,0.043
11288,0.163
11289,0.917
11290,0.427
11291,0.066
11292,0.037
11293,0.033
11294,0.282
11295,0.145
11296,0.526
11297,0.937
11298,0.162
11299,0.288
11300,0.078
11301,0.487
11302,0.974
11303,0.426
11304,0.866
11305,0.071
11306,0.033
11307,0.16
11308,0.944
11309,0.284
11310,0.209
11311,0.341
11312,0.946
11313,0.189
11314,0.175
11315,0.954
11316,0.699
11317,0.08
11318,0.642
11319,0.276
11320,0.857
11321,0.068
11322,0.557
11323,0.643
11324,0.12
11325,0.313
11326,0.159
11327,0.158
11328,0.094
11329,0.87
11330,0.008
11331,0.144
11332,0.064
11333,0.331
11334,0.056
11335,0.098
11336,0.142
11337,0.063
11338,0.002
11339,0.105
11340,0.516
11341,0.04
11342,0.024
11343,0.043
11344,0.25
11345,0.6
11346,0.077
11347,0.061
11348,0.325
11349,0.047
11350,0.924
11351,0.092
11352,0.099
11353,0.583
11354,0.287
11355,0.191
11356,0.945
11357,0.09
11358,0.193
11359,0.469
11360,0.449
11361,0.025
11362,0.296
11363,0.068
11364,0.235
11365,0.053
11366,0.161
11367,0.285
11368,0.003
11369,0.016
11370,0.058
11371,0.612
11372,0.218
11373,0.139
11374,0.369
11375,0.008
11376,0.929
11377,0.312
11378,0.083
11379,0.024
11380,0.912
11381,0.806
11382,0.352
11383,0.034
11384,0.878
11385,0.063
11386,0.238
11387,0.128
11388,0.772
11389,0.778
11390,0.072
11391,0.933
11392,0.582
11393,0.035
11394,0.022
11395,0.157
11396,0.425
11397,0.466
11398,0.087
11399,0.001
11400,0.208
11401,0.66
11402,0.052
11403,0.726
11404,0.474
11405,0.069
11406,0.062
11407,0.866
11408,0.088
11409,0.111
11410,0.501
11411,0.735
11412,0.423
11413,0.43
11414,0.214
11415,0.769
11416,0.527
11417,0.02
11418,0.052
11419,0.029
11420,0.045
11421,0.341
11422,0.383
11423,0.069
11424,0.054
11425,0.149
11426,0.562
11427,0.078
11428,0.135
11429,0.082
11430,0.958
11431,0.143
11432,0.876
11433,0.485
11434,0.955
11435,0.656
11436,0.04
11437,0.105
11438,0.372
11439,0.785
11440,0.712
11441,0.882
11442,0.774
11443,0.346
11444,0.039
11445,0.153
11446,0.356
11447,0.111
11448,0.694
11449,0.11
11450,0.081
11451,0.017
11452,0.098
11453,0.199
11454,0.474
11455,0.63
11456,0.122
11457,0.764
11458,0.045
11459,0.857
11460,0.272
11461,0.285
11462,0.29
11463,0.033
11464,0.945
11465,0.881
11466,0.869
11467,0.344
11468,0.103
11469,0.746
11470,0.496
11471,0.195
11472,0.512
11473,0.404
11474,0.445
11475,0.91
11476,0.725
11477,0
11478,0.065
11479,0.036
11480,0.074
11481,0.116
11482,0.149
11483,0.173
11484,0.972
11485,0.372
11486,0.82
11487,0.669
11488,0.014
11489,0.122
11490,0.065
11491,0.893
11492,0.929
11493,0.012
11494,0.94
11495,0.531
11496,0.377
11497,0.035
11498,0.043
11499,0.94
11500,0.516
11501,0.133
11502,0.328
11503,0.13
11504,0.696
11505,0.612
11506,0.066
11507,0.936
11508,0.893
11509,0.033
11510,0.697
11511,0.031
11512,0.975
11513,0.851
11514,0.218
11515,0.928
11516,0.136
11517,0.106
11518,0.185
11519,0.885
11520,0.098
11521,0.933
11522,0.905
11523,0.019
11524,0.096
11525,0.02
11526,0.707
11527,0.015
11528,0.044
11529,0.036
11530,0.169
11531,0.892
11532,0.047
11533,0.23
11534,0.013
11535,0.238
11536,0.354
11537,0.608
11538,0.957
11539,0.509
11540,0.128
11541,0.917
11542,0.694
11543,0.097
11544,0.038
11545,0.102
11546,0.271
11547,0.738
11548,0.249
11549,0.953
11550,0.25
11551,0.061
11552,0.046
11553,0.206
11554,0.466
11555,0.069
11556,0.969
11557,0.151
11558,0.848
11559,0.127
11560,0.937
11561,0.975
11562,0.122
11563,0.709
11564,0.422
11565,0.808
11566,0.143
11567,0.256
11568,0.346
11569,0.75
11570,0.824
11571,0.083
11572,0.102
11573,0.968
11574,0.017
11575,0.272
11576,0.476
11577,0.464
11578,0.139
11579,0.722
11580,0.035
11581,0.627
11582,0.523
11583,0.309
11584,0.676
11585,0.934
11586,0.741
11587,0.013
11588,0.75
11589,0.785
11590,0.671
11591,0.147
11592,0.12
11593,0.052
11594,0.969
11595,0.646
11596,0.695
11597,0.857
11598,0.029
11599,0.023
11600,0.104
11601,0.158
11602,0.348
11603,0.79
11604,0.988
11605,0.175
11606,0.023
11607,0.14
11608,0.868
11609,0.211
11610,0.456
11611,0.598
11612,0.91
11613,0.221
11614,0.282
11615,0.298
11616,0.218
11617,0.077
11618,0.208
11619,0.038
11620,0.038
11621,0.113
11622,0.517
11623,0.814
11624,0.703
11625,0.133
11626,0.22
11627,0.798
11628,0.555
11629,0.039
11630,0.056
11631,0.222
11632,0.004
11633,0.422
11634,0.87
11635,0.024
11636,0.02
11637,0.007
11638,0.205
11639,0.894
11640,0.02
11641,0.003
11642,0.05
11643,0.59
11644,0.158
11645,0.028
11646,0.713
11647,0.597
11648,0.121
11649,0.829
11650,0.263
11651,0.007
11652,0.664
11653,0.186
11654,0.914
11655,0.074
11656,0.046
11657,0.994
11658,0.973
11659,0.843
11660,0.83
11661,0.036
11662,0.492
11663,0.917
11664,0.069
11665,0.917
11666,0.037
11667,0.842
11668,0.272
11669,0.088
11670,0.417
11671,0.011
11672,0.988
11673,0.979
11674,0.917
11675,0.618
11676,0.221
11677,0.064
11678,0.172
11679,0.069
11680,0.031
11681,0.971
11682,0.718
11683,0.953
11684,0.06
11685,0.983
11686,0.731
11687,0.73
11688,0.569
11689,0.044
11690,0.236
11691,0.153
11692,0.834
11693,0.113
11694,0.147
11695,0.351
11696,0.034
11697,0.811
11698,0.211
11699,0.078
11700,0.299
11701,0.03
11702,0.86
11703,0.025
11704,0.028
11705,0.856
11706,0.036
11707,0.923
11708,0.41
11709,0.761
11710,0.142
11711,0.806
11712,0.362
11713,0.084
11714,0.119
11715,0.861
11716,0.321
11717,0.178
11718,0.139
11719,0.025
11720,0.331
11721,0.034
11722,0.2
11723,0.013
11724,0.1
11725,0.055
11726,0.386
11727,0.561
11728,0.476
11729,0.145
11730,0.507
11731,0.547
11732,0.741
11733,0.049
11734,0.321
11735,0.069
11736,0.049
11737,0.724
11738,0.658
11739,0.687
11740,0.411
11741,0.294
11742,0.216
11743,0.025
11744,0.52
11745,0.512
11746,0.364
11747,0.081
11748,0.912
11749,0.516
11750,0.917
11751,0.874
11752,0.033
11753,0.683
11754,0.723
11755,0.485
11756,0.582
11757,0.067
11758,0.161
11759,0.005
11760,0.176
11761,0.284
11762,0.802
11763,0.417
11764,0.777
11765,0.799
11766,0.256
11767,0.072
11768,0.504
11769,0.15
11770,0.05
11771,0.14
11772,0.738
11773,0.062
11774,0.479
11775,0.219
11776,0.322
11777,0.275
11778,0.977
11779,0.183
11780,0.011
11781,0.062
11782,0.917
11783,0.355
11784,0.151
11785,0.286
11786,0.791
11787,0.018
11788,0.993
11789,0.753
11790,0.438
11791,0.892
11792,0.77
11793,0.12
11794,0.152
11795,0.114
11796,0.081
11797,0.849
11798,0.859
11799,0.04
11800,0.419
11801,0.838
11802,0.19
11803,0.674
11804,0.075
11805,0.351
11806,0.087
11807,0.079
11808,0.19
11809,0.306
11810,0.046
11811,0.026
11812,0.878
11813,0.954
11814,0.225
11815,0.119
11816,0.11
11817,0.17
11818,0.985
11819,0.063
11820,0.936
11821,0.847
11822,0.362
11823,0.014
11824,0.846
11825,0.919
11826,0.012
11827,0.667
11828,0.939
11829,0.017
11830,0.024
11831,0.231
11832,0.96
11833,0.92
11834,0.548
11835,0.94
11836,0.22
11837,0.74
11838,0.985
11839,0.047
11840,0.437
11841,0.02
11842,0.896
11843,0.047
11844,0.024
11845,0.095
11846,0.971
11847,0.023
11848,0.229
11849,0.961
11850,0.965
11851,0.863
11852,0.049
11853,0.574
11854,0.224
11855,0.878
11856,0.222
11857,0.854
11858,0.872
11859,0.068
11860,0.022
11861,0.914
11862,0.463
11863,0.102
11864,0.611
11865,0.993
11866,0.029
11867,0.013
11868,0.081
11869,0.331
11870,0.671
11871,0.358
11872,0.064
11873,0.802
11874,0.341
11875,0.115
11876,0.754
11877,0.102
11878,0.954
11879,0.832
11880,0.507
11881,0.073
11882,0.959
11883,0.834
11884,0.107
11885,0.819
11886,0.165
11887,0.034
11888,0.817
11889,0.712
11890,0.955
11891,0.149
11892,0.04
11893,0.971
11894,0.227
11895,0.016
11896,0.801
11897,0.119
11898,0.232
11899,0.649
11900,0.04
11901,0.94
11902,0.98
11903,0.333
11904,0.168
11905,0.032
11906,0.561
11907,0.03
11908,0.979
11909,0.109
11910,0.856
11911,0.077
11912,0.858
11913,0.329
11914,0.344
11915,0.432
11916,0.839
11917,0.211
11918,0.733
11919,0.466
11920,0.005
11921,0.417
11922,0.093
11923,0.051
11924,0.82
11925,0.964
11926,0.002
11927,0.99
11928,0.168
11929,0.084
11930,0.868
11931,0.611
11932,0.09
11933,0.081
11934,0.794
11935,0.249
11936,0.681
11937,0.032
11938,0.055
11939,0.048
11940,0.139
11941,0.267
11942,0.174
11943,0.796
11944,0.845
11945,0.849
11946,0.731
11947,0.158
11948,0.194
11949,0.298
11950,0.431
11951,0.047
11952,0.167
11953,0.825
11954,0.936
11955,0.052
11956,0.969
11957,0.065
11958,0.871
11959,0.516
11960,0.87
11961,0.109
11962,0.157
11963,0.081
11964,0.868
11965,0.308
11966,0.657
11967,0.803
11968,0.558
11969,0.913
11970,0.089
11971,0.258
11972,0.278
11973,0.868
11974,0.114
11975,0.98
11976,0.106
11977,0.947
11978,0.865
11979,0.063
11980,0.036
11981,0.411
11982,0.305
11983,0.917
11984,0.047
11985,0.037
11986,0.027
11987,0.111
11988,0.158
11989,0.48
11990,0.359
11991,0.081
11992,0.028
11993,0.233
11994,0.022
11995,0.036
11996,0.6
11997,0.941
11998,0.085
11999,0.852
12000,0.944
12001,0.074
12002,0.686
12003,0.6
12004,0.338
12005,0.922
12006,0.351
12007,0.124
12008,0.092
12009,0.008
12010,0.467
12011,0.948
12012,0.091
12013,0.07
12014,0.408
12015,0.885
12016,0.948
12017,0.013
12018,0.172
12019,0.961
12020,0.602
12021,0.943
12022,0.245
12023,0.119
12024,0.248
12025,0.837
12026,0.222
12027,0.83
12028,0.894
12029,0.922
12030,0.042
12031,0.184
12032,0.093
12033,0.173
12034,0.347
12035,0.981
12036,0.206
12037,0.99
12038,0.518
12039,0.49
12040,0.171
12041,0.059
12042,0.847
12043,0.173
12044,0.334
12045,0.033
12046,0.095
12047,0.864
12048,0.009
12049,0.45
12050,0.249
12051,0.923
12052,0.91
12053,0.012
12054,0.076
12055,0.782
12056,0.088
12057,0.206
12058,0.835
12059,0.105
12060,0.747
12061,0.013
12062,0.561
12063,0.869
12064,0.166
12065,0.436
12066,0.422
12067,0.019
12068,0.888
12069,0.297
12070,0.043
12071,0.903
12072,0.492
12073,0.141
12074,0.013
12075,0.966
12076,0.105
12077,0.155
12078,0.912
12079,0.012
12080,0.687
12081,0.296
12082,0.056
12083,0.097
12084,0.456
12085,0.292
12086,0.826
12087,0.022
12088,0.969
12089,0.901
12090,0.657
12091,0.573
12092,0.048
12093,0.859
12094,0.886
12095,0.936
12096,0.566
12097,0.958
12098,0.065
12099,0.08
12100,0.161
12101,0.05
12102,0.677
12103,0.976
12104,0.945
12105,0.212
12106,0.927
12107,0.152
12108,0.107
12109,0.463
12110,0.564
12111,0.189
12112,0.009
12113,0.007
12114,0.618
12115,0.969
12116,0.717
12117,0.916
12118,0.779
12119,0.024
12120,0.221
12121,0.157
12122,0.188
12123,0.605
12124,0.017
12125,0.838
12126,0.955
12127,0.83
12128,0.526
12129,0.224
12130,0.613
12131,0.914
12132,0.038
12133,0.116
12134,0.014
12135,0.714
12136,0.659
12137,0.95
12138,0.037
12139,0.024
12140,0.025
12141,0.027
12142,0.053
12143,0.047
12144,0.079
12145,0.43
12146,0.71
12147,0.037
12148,0.466
12149,0.371
12150,0.977
12151,0.219
12152,0.733
12153,0.986
12154,0.008
12155,0.85
12156,0.86
12157,0.942
12158,0.963
12159,0.11
12160,0.193
12161,0.135
12162,0.198
12163,0.989
12164,0.019
12165,0.894
12166,0.782
12167,0.034
12168,0.298
12169,0.244
12170,0.896
12171,0.196
12172,0.081
12173,0.057
12174,0.807
12175,0.15
12176,0.022
12177,0.893
12178,0.228
12179,0.79
12180,0.351
12181,0.85
12182,0.024
12183,0.603
12184,0.934
12185,0.708
12186,0.033
12187,0.269
12188,0.609
12189,0.307
12190,0.062
12191,0.069
12192,0.965
12193,0.066
12194,0.082
12195,0.082
12196,0.847
12197,0.767
12198,0.161
12199,0.859
12200,0.032
12201,0.04
12202,0.131
12203,0.066
12204,0.012
12205,0.95
12206,0.764
12207,0.012
12208,0.06
12209,0.755
12210,0.031
12211,0.718
12212,0.131
12213,0.845
12214,0.99
12215,0.158
12216,0.045
12217,0.95
12218,0.58
12219,0.516
12220,0.04
12221,0.855
12222,0.237
12223,0.988
12224,0.905
12225,0.249
12226,0.903
12227,0.055
12228,0.148
12229,0.821
12230,0.917
12231,0.753
12232,0.775
12233,0.001
12234,0.864
12235,0.291
12236,0.73
12237,0.077
12238,0.017
12239,0.013
12240,0.985
12241,0.924
12242,0.858
12243,0.98
12244,0.64
12245,0.98
12246,0.632
12247,0.037
12248,0.658
12249,0.839
12250,0.519
12251,0.272
12252,0.051
12253,0.753
12254,0.381
12255,0.401
12256,0.101
12257,0.433
12258,0.063
12259,0.095
12260,0.051
12261,0.693
12262,0.042
12263,0.038
12264,0.904
12265,0.117
12266,0.325
12267,0.759
12268,0.482
12269,0.016
12270,0.739
12271,0.872
12272,0.059
12273,0.052
12274,0.207
12275,0.024
12276,0.201
12277,0.014
12278,0.07
12279,0.946
12280,0.152
12281,0.039
12282,0.049
12283,0.096
12284,0.892
12285,0.075
12286,0.894
12287,0.03
12288,0.137
12289,0.502
12290,0.809
12291,0.017
12292,0.944
12293,0.15
12294,0.581
12295,0.148
12296,0.58
12297,0.39
12298,0.972
12299,0.416
12300,0.071
12301,0.46
12302,0.189
12303,0.363
12304,0.04
12305,0.436
12306,0.081
12307,0.189
12308,0.096
12309,0.238
12310,0.973
12311,0.245
12312,0.881
12313,0.963
12314,0.285
12315,0.143
12316,0.252
12317,0.062
12318,0.226
12319,0.072
12320,0.551
12321,0.004
12322,0.888
12323,0.985
12324,0.372
12325,0.188
12326,0.989
12327,0.349
12328,0.17
12329,0.748
12330,0.563
12331,0.018
12332,0.032
12333,0.106
12334,0.288
12335,0.331
12336,0.72
12337,0.007
12338,0.082
12339,0.031
12340,0.186
12341,0.086
12342,0.031
12343,0.868
12344,0.938
12345,0.687
12346,0.166
12347,0.094
12348,0.645
12349,0.047
12350,0.771
12351,0.957
12352,0.279
12353,0.146
12354,0.696
12355,0.215
12356,0.846
12357,0.054
12358,0.54
12359,0.013
12360,0.509
12361,0.562
12362,0.309
12363,0.79
12364,0.039
12365,0.624
12366,0.927
12367,0.18
12368,0.058
12369,0.191
12370,0.822
12371,0.132
12372,0.918
12373,0.893
12374,0.885
12375,0.989
12376,0.955
12377,0.085
12378,0.112
12379,0.352
12380,0.854
12381,0.704
12382,0.806
12383,0.835
12384,0.611
12385,0.134
12386,0.198
12387,0.803
12388,0.164
12389,0.298
12390,0.833
12391,0.438
12392,0.573
12393,0.131
12394,0.93
12395,0.105
12396,0.07
12397,0.189
12398,0.93
12399,0.086
12400,0.066
12401,0.262
12402,0.452
12403,0.975
12404,0.478
12405,0.023
12406,0.123
12407,0.849
12408,0.041
12409,0.365
12410,0.061
12411,0.036
12412,0.445
12413,0.083
12414,0.139
12415,0.912
12416,0.182
12417,0.849
12418,0.014
12419,0.329
12420,0.818
12421,0.041
12422,0.834
12423,0.202
12424,0.053
12425,0.115
12426,0.232
12427,0.381
12428,0.033
12429,0.215
12430,0.527
12431,0.714
12432,0.582
12433,0.135
12434,0.111
12435,0.043
12436,0.849
12437,0.849
12438,0.815
12439,0.916
12440,0.018
12441,0.185
12442,0.719
12443,0.148
12444,0.06
12445,0.957
12446,0.073
12447,0.964
12448,0.045
12449,0.028
12450,0.086
12451,0.022
12452,0.233
12453,0.064
12454,0.749
12455,0.158
12456,0.061
12457,0.003
12458,0.299
12459,0.024
12460,0.254
12461,0.959
12462,0.877
12463,0.035
12464,0.185
12465,0.027
12466,0.925
12467,0.411
12468,0.902
12469,0.033
12470,0.906
12471,0.575
12472,0.413
12473,0.737
12474,0.291
12475,0.819
12476,0.929
12477,0.151
12478,0.022
12479,0.775
12480,0.266
12481,0.563
12482,0.359
12483,0.791
12484,0.835
12485,0.189
12486,0.788
12487,0.894
12488,0.01
12489,0.092
12490,0.841
12491,0.968
12492,0.461
12493,0.95
12494,0.157
12495,0.042
12496,0.838
12497,0.814
12498,0.161
12499,0.022
12500,0.616
12501,0.988
12502,0.049
12503,0.943
12504,0.241
12505,0.175
12506,0.033
12507,0.258
12508,0.589
12509,0.769
12510,0.398
12511,0.077
12512,0.242
12513,0.013
12514,0.04
12515,0.098
12516,0.337
12517,0.951
12518,0.134
12519,0.19
12520,0.023
12521,0.058
12522,0.856
12523,0.756
12524,0.845
12525,0.067
12526,0.15
12527,0.146
12528,0.822
12529,0.946
12530,0.541
12531,0.41
12532,0.879
12533,0.025
12534,0.216
12535,0.825
12536,0.084
12537,0.026
12538,0.024
12539,0.731
12540,0.977
12541,0.821
12542,0.444
12543,0.591
12544,0.369
12545,0.076
12546,0.199
12547,0.132
12548,0.924
12549,0.893
12550,0.364
12551,0.851
